state,CZ20,PUMA2010,PUMA2010_name,pop_overlap,share_of_CZ20,CZ20_total_pop,cells,grid_res_m,crs_epsg,method
GA,117,G13005002,Atlanta Regional Commission (South Central)--Clayton County (North)--Forest Park City PUMA,170027.2726347642,0.04322982919942459,3933100.726593371,10732,100,5070,building_footprint_area
GA,117,G13003900,"Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties PUMA",14530.287241375074,0.0036943592985375653,3933100.726593371,5463,100,5070,building_footprint_area
GA,108,G13001600,Middle Georgia Regional Commission (North & Outside Bibb County) PUMA,74230.75525317946,0.5198590662592532,142790.15231439797,21026,100,5070,building_footprint_area
GA,117,G13005001,Atlanta Regional Commission (South Central)--Clayton County (South) PUMA,126452.20518017933,0.03215076703354736,3933100.726593371,9556,100,5070,building_footprint_area
GA,117,G13006001,Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City PUMA,123876.71010231075,0.03149594142472058,3933100.726593371,16502,100,5070,building_footprint_area
GA,117,G13002400,Atlanta Regional Commission (South Central)--Fayette County PUMA,118808.89553571586,0.03020743779390094,3933100.726593371,19644,100,5070,building_footprint_area
GA,7,G13002100,Three Rivers Regional Commission (North Central)--Coweta County PUMA,145679.51484110445,0.18436723381116554,790159.4650506813,25750,100,5070,building_footprint_area
GA,7,G13001004,Atlanta Regional Commission (Central)--Fulton County (South)--Union & Fairburn Cities PUMA,5.530358791351318,6.999041378307856e-6,790159.4650506813,2,100,5070,building_footprint_area
GA,117,G13001900,Three Rivers Regional Commission (East) PUMA,157234.14380824426,0.03997714646490418,3933100.726593371,39779,100,5070,building_footprint_area
GA,117,G13002100,Three Rivers Regional Commission (North Central)--Coweta County PUMA,2.1382482051849365,5.436545753144151e-7,3933100.726593371,1,100,5070,building_footprint_area
GA,6,G13002200,"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties PUMA",11397.797247128561,0.02481558416903394,459299.9773646784,5242,100,5070,building_footprint_area
GA,115,G13000300,"Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties PUMA",157806.7970581737,0.2318851028862765,680538.745671674,33699,100,5070,building_footprint_area
GA,116,G13000300,"Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties PUMA",1.0479521751403809,2.346001037755946e-6,446697.23426158144,1,100,5070,building_footprint_area
GA,113,G13001600,Middle Georgia Regional Commission (North & Outside Bibb County) PUMA,103813.25325751095,0.22387829553694727,463703.9647301512,31750,100,5070,building_footprint_area
GA,117,G13001600,Middle Georgia Regional Commission (North & Outside Bibb County) PUMA,1.9348512291908264,4.91940421486913e-7,3933100.726593371,2,100,5070,building_footprint_area
GA,115,G13004200,Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia) PUMA,8600.574299394153,0.012637890721277904,680538.745671674,3130,100,5070,building_footprint_area
GA,113,G13001900,Three Rivers Regional Commission (East) PUMA,1.3460873365402222,2.902902366434514e-6,463703.9647301512,1,100,5070,building_footprint_area
GA,7,G13002200,"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties PUMA",89431.82414403907,0.11318199439438831,790159.4650506813,22021,100,5070,building_footprint_area
GA,115,G13001300,Heart of Georgia Altamaha Regional Commission (North & West) PUMA,33565.82668578671,0.04932243299778342,680538.745671674,11451,100,5070,building_footprint_area
GA,121,G13001300,Heart of Georgia Altamaha Regional Commission (North & West) PUMA,64517.92465798091,0.5402626133766273,119419.56200660556,20479,100,5070,building_footprint_area
GA,113,G13001400,Middle Georgia Regional Commission (Central)--Bibb County--Macon City PUMA,156175.7117531782,0.3368004667461996,463703.9647301512,19543,100,5070,building_footprint_area
GA,7,G01001800,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA",5.133017301559448,6.496178972215708e-6,790159.4650506813,4,100,5070,building_footprint_area
GA,7,G13001800,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,55020.28874489572,0.06963187961225863,790159.4650506813,20446,100,5070,building_footprint_area
GA,113,G13001500,Middle Georgia Regional Commission (South)--Houston & Pulaski Counties PUMA,171479.3635142768,0.3698035310396103,463703.9647301512,20979,100,5070,building_footprint_area
GA,113,G13001300,Heart of Georgia Altamaha Regional Commission (North & West) PUMA,32234.290117848665,0.0695148037748764,463703.9647301512,11305,100,5070,building_footprint_area
GA,115,G13000402,Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City) PUMA,123876.02170032042,0.18202640553266075,680538.745671674,11932,100,5070,building_footprint_area
GA,115,G13000200,"Coastal Regional Commission (West)--Liberty, Bryan & Long Counties PUMA",124447.89380491339,0.18286672815680252,680538.745671674,18093,100,5070,building_footprint_area
GA,121,G13001200,Heart of Georgia Altamaha Regional Commission (Southeast) PUMA,54901.637348624645,0.45973738662337266,119419.56200660556,16726,100,5070,building_footprint_area
GA,122,G13001800,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,53607.718756614486,0.9999779137912073,53608.9027740343,16198,100,5070,building_footprint_area
GA,115,G13001200,Heart of Georgia Altamaha Regional Commission (Southeast) PUMA,63122.24317961,0.09275334223227803,680538.745671674,19323,100,5070,building_footprint_area
GA,7,G13001700,River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties PUMA,215069.563727275,0.2721850123170774,790159.4650506813,17018,100,5070,building_footprint_area
GA,115,G13000401,Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City PUMA,169081.7164427163,0.24845274059427294,680538.745671674,10514,100,5070,building_footprint_area
GA,111,G13001800,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,30887.335423265,0.26630315810846245,115985.61445029848,8808,100,5070,building_footprint_area
GA,111,G13001500,Middle Georgia Regional Commission (South)--Houston & Pulaski Counties PUMA,0.25597426295280457,2.2069483717094352e-6,115985.61445029848,1,100,5070,building_footprint_area
GA,111,G13001300,Heart of Georgia Altamaha Regional Commission (North & West) PUMA,8712.119505121605,0.07511379360631723,115985.61445029848,3302,100,5070,building_footprint_area
GA,106,G13001200,Heart of Georgia Altamaha Regional Commission (Southeast) PUMA,32703.006907209754,0.3451985781103972,94736.79493764043,12565,100,5070,building_footprint_area
GA,114,G13000100,Coastal Regional Commission (South)--Glynn Camden & McIntosh Counties PUMA,94800.92858063662,0.5628374918630912,168433.92622411996,14763,100,5070,building_footprint_area
GA,111,G13000700,Southern Georgia Regional Commission (West) PUMA,76375.57377136184,0.6584917804965363,115985.61445029848,20030,100,5070,building_footprint_area
GA,107,G13000900,Southwest Georgia Regional Commission (North Central)--Dougherty & Lee Counties PUMA,118175.56523749325,0.5423862995794615,217880.80806819885,17745,100,5070,building_footprint_area
GA,106,G13000500,Southern Georgia Regional Commission (East & Central) PUMA,62030.63421778381,0.6547681316284224,94736.79493764043,19507,100,5070,building_footprint_area
GA,107,G13001100,Southwest Georgia Regional Commission (West & Central) PUMA,33529.48751649819,0.15388912779322506,217880.80806819885,11956,100,5070,building_footprint_area
GA,107,G13001800,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,4.048318386077881,1.8580426711152627e-5,217880.80806819885,2,100,5070,building_footprint_area
GA,122,G13001100,Southwest Georgia Regional Commission (West & Central) PUMA,1.1840174198150635,2.2086208792703502e-5,53608.9027740343,1,100,5070,building_footprint_area
GA,3,G13001800,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,11458.998592983,0.037577396965925894,304943.9162423542,5233,100,5070,building_footprint_area
GA,107,G13000800,"Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties PUMA",66171.1513057116,0.30370344176894815,217880.80806819885,20783,100,5070,building_footprint_area
GA,114,G13000500,Southern Georgia Regional Commission (East & Central) PUMA,73599.72222028812,0.43696495041239825,168433.92622411996,21140,100,5070,building_footprint_area
GA,3,G13001100,Southwest Georgia Regional Commission (West & Central) PUMA,16245.979027776513,0.05327530133398372,304943.9162423542,6206,100,5070,building_footprint_area
GA,106,G13000700,Southern Georgia Regional Commission (West) PUMA,3.1538126468658447,3.329026118037676e-5,94736.79493764043,1,100,5070,building_footprint_area
GA,112,G13000700,Southern Georgia Regional Commission (West) PUMA,51537.04543535528,0.27190338077753434,189541.76034141262,17920,100,5070,building_footprint_area
GA,111,G13000800,"Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties PUMA",10.329776287078857,8.906084031227266e-5,115985.61445029848,2,100,5070,building_footprint_area
GA,93,G13000100,Coastal Regional Commission (South)--Glynn Camden & McIntosh Counties PUMA,54270.84770735912,0.03043136012515891,1783385.5432078138,7828,100,5070,building_footprint_area
GA,112,G13000500,Southern Georgia Regional Commission (East & Central) PUMA,20032.744974758476,0.10569040267788185,189541.76034141262,5796,100,5070,building_footprint_area
GA,93,G13000500,Southern Georgia Regional Commission (East & Central) PUMA,12333.457489969209,0.006915755001459053,1783385.5432078138,3202,100,5070,building_footprint_area
GA,103,G13001100,Southwest Georgia Regional Commission (West & Central) PUMA,70247.98831787915,0.14081801114443257,498856.5578150938,23825,100,5070,building_footprint_area
GA,112,G13000600,Southern Georgia Regional Commission (South Central)--Lowndes County--Valdosta City PUMA,117960.57769354619,0.6223461124401788,189541.76034141262,17172,100,5070,building_footprint_area
GA,103,G13000800,"Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties PUMA",45662.386368096806,0.09153410064025265,498856.5578150938,10429,100,5070,building_footprint_area
GA,107,G13000700,Southern Georgia Regional Commission (West) PUMA,0.5556901097297668,2.5504316541539093e-6,217880.80806819885,1,100,5070,building_footprint_area
GA,103,G13000700,Southern Georgia Regional Commission (West) PUMA,2.614160507917404,5.240304987403552e-6,498856.5578150938,3,100,5070,building_footprint_area
GA,112,G12012100,"Suwannee, Taylor, Madison, Hamilton & Lafayette Counties PUMA",2.0478190779685974,1.0804052227224004e-5,189541.76034141262,2,100,5070,building_footprint_area
GA,99,G12012100,"Suwannee, Taylor, Madison, Hamilton & Lafayette Counties PUMA",4.9962276220321655,4.032668901487853e-6,1238938.2178608335,3,100,5070,building_footprint_area
GA,103,G12006300,Apalachee Region (Outside Leon County) PUMA,23.784273982048035,4.767758107905623e-5,498856.5578150938,10,100,5070,building_footprint_area
GA,93,G12008900,Nassau & Baker Counties PUMA,0.42254528403282166,2.369343441423106e-7,1783385.5432078138,1,100,5070,building_footprint_area
IA,177,G19000400,"Bremer, Winneshiek, Fayette, Clayton, Allamakee, Chickasaw & Howard Counties PUMA",31036.13223185111,0.31545403164527025,98385.59383749263,16062,100,5070,building_footprint_area
IA,289,G27002600,"Winona, Wabasha, Fillmore & Houston Counties--Winona City PUMA",1.4124945551156998,5.8498865678167885e-6,241456.7425779763,2,100,5070,building_footprint_area
IA,186,G19000400,"Bremer, Winneshiek, Fayette, Clayton, Allamakee, Chickasaw & Howard Counties PUMA",41410.96208695567,0.9998696340724408,41416.361369321705,19127,100,5070,building_footprint_area
IA,287,G27002600,"Winona, Wabasha, Fillmore & Houston Counties--Winona City PUMA",2.4229466691613197,8.927949473275323e-6,271388.9316258007,6,100,5070,building_footprint_area
IA,186,G27002600,"Winona, Wabasha, Fillmore & Houston Counties--Winona City PUMA",0.4556649923324585,1.1002052745994793e-5,41416.361369321705,1,100,5070,building_footprint_area
IA,185,G19000200,"Cerro Gordo, Floyd, Kossuth, Hancock, Winnebago, Mitchell & Worth Counties PUMA",98023.51828125853,0.5372547422898785,182452.5882516444,29174,100,5070,building_footprint_area
IA,185,G27002400,"Mower, Steele, Freeborn & Dodge Counties PUMA",4.624944664537907,2.534874790682079e-5,182452.5882516444,6,100,5070,building_footprint_area
IA,185,G27002100,Southwest Minnesota PUMA,0.6065157353878021,3.324237497531558e-6,182452.5882516444,2,100,5070,building_footprint_area
IA,184,G19000200,"Cerro Gordo, Floyd, Kossuth, Hancock, Winnebago, Mitchell & Worth Counties PUMA",14814.82888499042,0.20790728431996267,71256.90152438753,6573,100,5070,building_footprint_area
IA,188,G19000100,"Sioux, Clay, Dickinson, O'Brien, Lyon, Emmet, Palo Alto & Osceola Counties PUMA",52193.91542697104,0.9999719007866912,52195.38207614573,15991,100,5070,building_footprint_area
IA,286,G19000100,"Sioux, Clay, Dickinson, O'Brien, Lyon, Emmet, Palo Alto & Osceola Counties PUMA",1.3420828580856323,1.867688400763336e-5,71857.96396963834,3,100,5070,building_footprint_area
IA,185,G19000400,"Bremer, Winneshiek, Fayette, Clayton, Allamakee, Chickasaw & Howard Counties PUMA",0.44463369250297546,2.4369821045767934e-6,182452.5882516444,3,100,5070,building_footprint_area
IA,191,G19000100,"Sioux, Clay, Dickinson, O'Brien, Lyon, Emmet, Palo Alto & Osceola Counties PUMA",67947.23471865396,0.9999696348405798,67949.29800992052,23258,100,5070,building_footprint_area
IA,295,G27002100,Southwest Minnesota PUMA,0.17823782563209534,9.335492034279653e-6,19092.493997917976,1,100,5070,building_footprint_area
IA,286,G27002100,Southwest Minnesota PUMA,0.6074110269546509,8.452939568553546e-6,71857.96396963834,3,100,5070,building_footprint_area
IA,184,G19000100,"Sioux, Clay, Dickinson, O'Brien, Lyon, Emmet, Palo Alto & Osceola Counties PUMA",1.3754934519529343,1.930330147013443e-5,71256.90152438753,2,100,5070,building_footprint_area
IA,181,G19000400,"Bremer, Winneshiek, Fayette, Clayton, Allamakee, Chickasaw & Howard Counties PUMA",44442.55415933649,0.1594920543694054,278650.58441344963,14626,100,5070,building_footprint_area
IA,181,G19000600,"Webster, Hardin, Hamilton, Butler, Wright, Grundy, Franklin & Humboldt Counties PUMA",26632.968647015514,0.09557836996135156,278650.58441344963,10596,100,5070,building_footprint_area
IA,185,G19000600,"Webster, Hardin, Hamilton, Butler, Wright, Grundy, Franklin & Humboldt Counties PUMA",5.773597240447998,3.1644370166373686e-5,182452.5882516444,2,100,5070,building_footprint_area
IA,189,G19000600,"Webster, Hardin, Hamilton, Butler, Wright, Grundy, Franklin & Humboldt Counties PUMA",39818.362092355266,0.9999954762542335,39818.54222131707,14323,100,5070,building_footprint_area
IA,189,G19000200,"Cerro Gordo, Floyd, Kossuth, Hancock, Winnebago, Mitchell & Worth Counties PUMA",0.18012896180152893,4.523745766491068e-6,39818.54222131707,1,100,5070,building_footprint_area
IA,184,G19000600,"Webster, Hardin, Hamilton, Butler, Wright, Grundy, Franklin & Humboldt Counties PUMA",46537.51861040876,0.6530948948780967,71256.90152438753,10801,100,5070,building_footprint_area
IA,183,G19000100,"Sioux, Clay, Dickinson, O'Brien, Lyon, Emmet, Palo Alto & Osceola Counties PUMA",2.2765858322381973,4.042531429106488e-5,56315.84743773745,5,100,5070,building_footprint_area
IA,183,G19001900,"Northwest Central Iowa--Storm Lake, Denison & Cherokee Region PUMA",56313.35517474817,0.9999557449083575,56315.84743773745,21023,100,5070,building_footprint_area
IA,188,G19001900,"Northwest Central Iowa--Storm Lake, Denison & Cherokee Region PUMA",0.26179641485214233,5.015700708354202e-6,52195.38207614573,1,100,5070,building_footprint_area
IA,192,G19002000,Woodbury & Plymouth Counties--Sioux City PUMA,131060.186232568,0.7808457838608341,167843.88024041138,21568,100,5070,building_footprint_area
IA,192,G19000100,"Sioux, Clay, Dickinson, O'Brien, Lyon, Emmet, Palo Alto & Osceola Counties PUMA",0.019911274313926697,1.1862973070812448e-7,167843.88024041138,1,100,5070,building_footprint_area
IA,158,G19000700,"Dubuque, Buchanan, Jackson & Delaware Counties--Dubuque City PUMA",135443.1796993654,0.6645902173240071,203799.53867622593,30158,100,5070,building_footprint_area
IA,177,G19000700,"Dubuque, Buchanan, Jackson & Delaware Counties--Dubuque City PUMA",1.2743636071681976,1.2952746001341561e-5,98385.59383749263,3,100,5070,building_footprint_area
IA,181,G19000700,"Dubuque, Buchanan, Jackson & Delaware Counties--Dubuque City PUMA",20332.66846517683,0.07296833239369095,278650.58441344963,6822,100,5070,building_footprint_area
IA,181,G19000500,Black Hawk County--Waterloo & Cedar Falls Cities PUMA,130157.8108990913,0.46710044112438964,278650.58441344963,15111,100,5070,building_footprint_area
IA,182,G19000600,"Webster, Hardin, Hamilton, Butler, Wright, Grundy, Franklin & Humboldt Counties PUMA",15008.69029588002,0.08932248572517003,168028.13058807148,5308,100,5070,building_footprint_area
IA,184,G19001900,"Northwest Central Iowa--Storm Lake, Denison & Cherokee Region PUMA",9903.118018836249,0.1389776682255392,71256.90152438753,3949,100,5070,building_footprint_area
IA,183,G19002000,Woodbury & Plymouth Counties--Sioux City PUMA,0.2156771570444107,3.82977735144379e-6,56315.84743773745,1,100,5070,building_footprint_area
IA,180,G19000700,"Dubuque, Buchanan, Jackson & Delaware Counties--Dubuque City PUMA",3.2403233647346497,6.002336221425959e-6,539843.6950545991,2,100,5070,building_footprint_area
IA,180,G19000800,"Clinton, Muscatine, Jones & Cedar Counties PUMA",82289.52520272892,0.15243213166434458,539843.6950545991,22480,100,5070,building_footprint_area
IA,180,G19001000,Linn County--Cedar Rapids City PUMA,229636.88122072152,0.42537661053445547,539843.6950545991,24332,100,5070,building_footprint_area
IA,180,G19001200,"Marshall, Benton, Poweshiek, Tama & Iowa Counties PUMA",42058.19713783357,0.07790810103576344,539843.6950545991,14627,100,5070,building_footprint_area
IA,181,G19001200,"Marshall, Benton, Poweshiek, Tama & Iowa Counties PUMA",57084.58224282949,0.20486080215116242,278650.58441344963,14649,100,5070,building_footprint_area
IA,182,G19001300,Story & Boone Counties--Ames City PUMA,123522.66373558203,0.7351308575729107,168028.13058807148,17802,100,5070,building_footprint_area
IA,182,G19001900,"Northwest Central Iowa--Storm Lake, Denison & Cherokee Region PUMA",29490.970374284545,0.17551210187883948,168028.13058807148,9666,100,5070,building_footprint_area
IA,192,G19001900,"Northwest Central Iowa--Storm Lake, Denison & Cherokee Region PUMA",8710.930849151453,0.05189900779625888,167843.88024041138,3910,100,5070,building_footprint_area
IA,179,G19001900,"Northwest Central Iowa--Storm Lake, Denison & Cherokee Region PUMA",16453.269283608533,0.35036162169715984,46960.82066268707,5495,100,5070,building_footprint_area
IA,182,G19001200,"Marshall, Benton, Poweshiek, Tama & Iowa Counties PUMA",1.229627937078476,7.31798855807641e-6,168028.13058807148,3,100,5070,building_footprint_area
IA,158,G19000800,"Clinton, Muscatine, Jones & Cedar Counties PUMA",46359.104463056196,0.22747404024651102,203799.53867622593,10094,100,5070,building_footprint_area
IA,190,G31000200,Northeast Nebraska PUMA,1.1067351698875427,1.1147009797612452e-6,992853.8594490079,2,100,5070,building_footprint_area
IA,180,G19001100,Johnson County--Iowa City PUMA,152525.99147135066,0.2825373212072513,539843.6950545991,16371,100,5070,building_footprint_area
IA,175,G19001200,"Marshall, Benton, Poweshiek, Tama & Iowa Counties PUMA",18623.57452865725,0.025607495858917376,727270.4301608588,6038,100,5070,building_footprint_area
IA,175,G19001400,"Warren, Jasper, Marion, Dallas (West) & Madison Counties PUMA",128946.76239403244,0.17730235830640304,727270.4301608588,33366,100,5070,building_footprint_area
IA,175,G19001600,Polk County (East)--Ankeny & Altoona Cities PUMA,154962.3364370464,0.2130738856009471,727270.4301608588,15693,100,5070,building_footprint_area
IA,182,G19001600,Polk County (East)--Ankeny & Altoona Cities PUMA,2.9914757907390594,1.780342244045312e-5,168028.13058807148,3,100,5070,building_footprint_area
IA,156,G19000900,Scott County--Davenport City PUMA,173527.93001597334,0.3818670210481262,454419.7860807253,16461,100,5070,building_footprint_area
IA,175,G19001300,Story & Boone Counties--Ames City PUMA,0.5527061820030212,7.599734006520419e-7,727270.4301608588,1,100,5070,building_footprint_area
IA,175,G19001500,Polk (Southwest) & Dallas (East) Counties--West Des Moines & Urbandale Cities PUMA,208222.17391575465,0.28630639344115744,727270.4301608588,15175,100,5070,building_footprint_area
IA,175,G19001900,"Northwest Central Iowa--Storm Lake, Denison & Cherokee Region PUMA",0.47184082865715027,6.487831886039803e-7,727270.4301608588,1,100,5070,building_footprint_area
IA,175,G19001800,South Central Iowa PUMA,18002.909191344166,0.02475407832456801,727270.4301608588,8758,100,5070,building_footprint_area
IA,182,G19001800,South Central Iowa PUMA,1.5850785970687866,9.433412081187037e-6,168028.13058807148,2,100,5070,building_footprint_area
IA,179,G19001800,South Central Iowa PUMA,5674.511253445409,0.12083501040590029,46960.82066268707,3260,100,5070,building_footprint_area
IA,190,G19002100,Southwest Iowa--Council Bluffs City PUMA,122057.65802145354,0.12293617722268854,992853.8594490079,26227,100,5070,building_footprint_area
IA,179,G19002100,Southwest Iowa--Council Bluffs City PUMA,24833.040125633124,0.5288033678969398,46960.82066268707,10052,100,5070,building_footprint_area
IA,192,G19002100,Southwest Iowa--Council Bluffs City PUMA,0.41847629845142365,2.493247283439936e-6,167843.88024041138,2,100,5070,building_footprint_area
IA,175,G19001700,Des Moines City PUMA,198511.19782977737,0.2729537591482585,727270.4301608588,10101,100,5070,building_footprint_area
IA,180,G19002200,"Wapello, Mahaska, Washington, Jefferson, Keokuk, Davis & Van Buren Counties PUMA",22541.980522691272,0.04175649494324724,539843.6950545991,7829,100,5070,building_footprint_area
IA,178,G19002200,"Wapello, Mahaska, Washington, Jefferson, Keokuk, Davis & Van Buren Counties PUMA",99335.14702905877,0.6512085461063468,152539.68582414254,34730,100,5070,building_footprint_area
IA,178,G19001400,"Warren, Jasper, Marion, Dallas (West) & Madison Counties PUMA",33366.57056621462,0.21874026018830095,152539.68582414254,8765,100,5070,building_footprint_area
IA,175,G19002200,"Wapello, Mahaska, Washington, Jefferson, Keokuk, Davis & Van Buren Counties PUMA",0.1933707743883133,2.658856545914334e-7,727270.4301608588,1,100,5070,building_footprint_area
IA,180,G19002300,"Des Moines, Lee, Henry & Louisa Counties PUMA",10787.879175908398,0.01998333827871663,539843.6950545991,4417,100,5070,building_footprint_area
IA,175,G19002100,Southwest Iowa--Council Bluffs City PUMA,0.2579464614391327,3.546775047379277e-7,727270.4301608588,1,100,5070,building_footprint_area
IA,190,G31000903,Douglas County--Omaha City (Northeast) PUMA,12.740810006856918,1.2832512948005794e-5,992853.8594490079,4,100,5070,building_footprint_area
IA,155,G19002300,"Des Moines, Lee, Henry & Louisa Counties PUMA",92716.13461834576,0.7524231419253973,123223.39578909252,23026,100,5070,building_footprint_area
IA,155,G19002200,"Wapello, Mahaska, Washington, Jefferson, Keokuk, Davis & Van Buren Counties PUMA",0.6804932579398155,5.522435521128946e-6,123223.39578909252,2,100,5070,building_footprint_area
IA,178,G19001800,South Central Iowa PUMA,19832.90206148848,0.13001798157859792,152539.68582414254,8940,100,5070,building_footprint_area
IA,187,G19001800,South Central Iowa PUMA,32331.60943589057,0.9999132111240608,32334.415703483624,15258,100,5070,building_footprint_area
IA,187,G19001400,"Warren, Jasper, Marion, Dallas (West) & Madison Counties PUMA",1.9054011106491089,5.8927958622237485e-5,32334.415703483624,1,100,5070,building_footprint_area
IA,176,G19001800,South Central Iowa PUMA,26280.29034613003,0.4502370447233136,58369.89793294371,11037,100,5070,building_footprint_area
IA,176,G19002100,Southwest Iowa--Council Bluffs City PUMA,32083.632791166718,0.5496605943704906,58369.89793294371,11235,100,5070,building_footprint_area
IA,178,G19002300,"Des Moines, Lee, Henry & Louisa Counties PUMA",0.9033059477806091,5.92177663734012e-6,152539.68582414254,1,100,5070,building_footprint_area
IA,155,G29000300,Northeast Missouri PUMA,0.305842787027359,2.482018816871719e-6,123223.39578909252,1,100,5070,building_footprint_area
IA,307,G29000300,Northeast Missouri PUMA,0.33517734706401825,6.9536762205593185e-6,48201.46012450638,2,100,5070,building_footprint_area
IA,307,G29000100,Northwest Missouri PUMA,3.3724721670150757,6.996618273188901e-5,48201.46012450638,2,100,5070,building_footprint_area
IA,317,G19001800,South Central Iowa PUMA,0.8190078139305115,2.7557663204119295e-5,29719.784579125233,1,100,5070,building_footprint_area
IA,308,G29000100,Northwest Missouri PUMA,1.2143979966640472,3.625626993560263e-5,33494.840997737134,3,100,5070,building_footprint_area
IA,320,G29000100,Northwest Missouri PUMA,10.842953242361546,3.700169021378569e-4,29303.94038681453,5,100,5070,building_footprint_area
ID,135,G16000100,"Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties PUMA",58646.231587618706,0.08187061166086856,716328.2452383296,24755,100,5070,building_footprint_area
ID,333,G30000100,Northwest Montana--Kalispell City PUMA,0.8345807790756226,5.437095014074094e-6,153497.55281364103,1,100,5070,building_footprint_area
ID,135,G53010400,"Stevens, Okanogan, Pend Oreille & Ferry Counties PUMA",15.536956071853638,2.168971581831781e-5,716328.2452383296,7,100,5070,building_footprint_area
ID,135,G53010504,Spokane County (Outer)--Cheney City PUMA,4.0217688381671906,5.614421691314304e-6,716328.2452383296,2,100,5070,building_footprint_area
ID,133,G16000200,"Kootenai County (Northwest)--Coeur d'Alene, Post Falls & Hayden Cities PUMA",159832.8438172196,0.8503275936264163,187966.19681077963,21484,100,5070,building_footprint_area
ID,133,G16000100,"Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties PUMA",28119.779308174737,0.14960019293512727,187966.19681077963,10924,100,5070,building_footprint_area
ID,343,G30000200,West Montana--Missoula City PUMA,2.0250868797302246,1.6436616822692148e-4,12320.582158576697,1,100,5070,building_footprint_area
ID,133,G53010504,Spokane County (Outer)--Cheney City PUMA,0.13142168521881104,6.991772321228035e-7,187966.19681077963,1,100,5070,building_footprint_area
ID,135,G53010503,Spokane County (East Central)--Greater Spokane Valley City PUMA,0.5507540851831436,7.688571389501781e-7,716328.2452383296,2,100,5070,building_footprint_area
ID,133,G30000200,West Montana--Missoula City PUMA,0.8887902498245239,4.728457908414482e-6,187966.19681077963,1,100,5070,building_footprint_area
ID,137,G16000100,"Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties PUMA",39431.827580669895,0.21675143669587102,181921.8741142538,8205,100,5070,building_footprint_area
ID,137,G53010600,"Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties PUMA",4.708445847034454,2.5881691632515686e-5,181921.8741142538,5,100,5070,building_footprint_area
ID,137,G16000300,Central Idaho--Lewiston City & Nez Perce Reservation PUMA,70483.33812391083,0.387437401176093,181921.8741142538,21534,100,5070,building_footprint_area
ID,461,G16000300,Central Idaho--Lewiston City & Nez Perce Reservation PUMA,0.637538954615593,8.680332421995422e-5,7344.63755097799,2,100,5070,building_footprint_area
ID,331,G30000200,West Montana--Missoula City PUMA,0.1932404339313507,8.79031586291123e-7,219833.32219799457,1,100,5070,building_footprint_area
ID,331,G16000300,Central Idaho--Lewiston City & Nez Perce Reservation PUMA,0.3087276220321655,1.4043713616542066e-6,219833.32219799457,1,100,5070,building_footprint_area
ID,138,G16000300,Central Idaho--Lewiston City & Nez Perce Reservation PUMA,12150.273481155746,1,12150.273481155746,7667,100,5070,building_footprint_area
ID,130,G16000300,Central Idaho--Lewiston City & Nez Perce Reservation PUMA,15913.535268405569,0.9998968010897895,15915.177697399748,9092,100,5070,building_footprint_area
ID,129,G16000400,"Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City PUMA",133836.85985865863,0.1557961409346508,859051.1873769514,29262,100,5070,building_footprint_area
ID,130,G16000400,"Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City PUMA",1.642428994178772,1.0319891021054167e-4,15915.177697399748,2,100,5070,building_footprint_area
ID,129,G16000300,Central Idaho--Lewiston City & Nez Perce Reservation PUMA,7534.129313757177,0.008770291484913813,859051.1873769514,4183,100,5070,building_footprint_area
ID,131,G16001100,"Bingham (Outside Fort Hall AIR), Madison, Jefferson, Fremont & Teton Counties PUMA",141476.6468910487,0.38634729487838676,366190.33902018727,29727,100,5070,building_footprint_area
ID,129,G16001000,"Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties PUMA",28466.998612327967,0.03313772104692599,859051.1873769514,5151,100,5070,building_footprint_area
